client,facility,system,id,type,name,units,category,device,sensor,device type,device ID,alias,[config] description,,processor,inputs,constants,calculation,function calls
Oxy,HornMountain,EPRMS,M160,measured,Riser H BC6 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser H BC6 pressure in psi,,P23,,,,
Oxy,HornMountain,EPRMS,M161,measured,Riser H BC7 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser H BC7 pressure in psi,,P23,,,,
Oxy,HornMountain,EPRMS,M162,measured,Riser H BC8 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser H BC8 pressure in psi,,P23,,,,
Oxy,HornMountain,EPRMS,M163,measured,Riser H BC9 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser H BC9 pressure in psi,,P23,,,,
Oxy,HornMountain,EPRMS,M164,measured,Riser H BC10 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser H BC10 pressure in psi,,P23,,,,
Oxy,HornMountain,EPRMS,M165,measured,Riser H BC11 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser H BC11 pressure in psi,,P23,,,,
Oxy,HornMountain,EPRMS,M166,measured,Riser H BC12 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser H BC12 pressure in psi,,P23,,,,
Oxy,HornMountain,EPRMS,M167,measured,Riser H Stem Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser H Stem Pressure in psi,,P23,,,,
Oxy,HornMountain,EPRMS,M168,measured,Riser H Rel Motion, ft,Motion,RISER,ADAM4016,SER-ADAM,,,Riser H Rel Motion in ft,,P23,,,,
Oxy,HornMountain,EPRMS,M169,measured,Riser I LC1, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser I LC1 Tension in kips,,P24,,,,
Oxy,HornMountain,EPRMS,M170,measured,Riser I LC2, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser I LC2 Tension in kips,,P24,,,,
Oxy,HornMountain,EPRMS,M171,measured,Riser I LC3, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser I LC3 Tension in kips,,P24,,,,
Oxy,HornMountain,EPRMS,M172,measured,Riser I BC5 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser I BC5 pressure in psi,,P24,,,,
Oxy,HornMountain,EPRMS,M173,measured,Riser I BC6 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser I BC6 pressure in psi,,P24,,,,
Oxy,HornMountain,EPRMS,M174,measured,Riser I BC7 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser I BC7 pressure in psi,,P24,,,,
Oxy,HornMountain,EPRMS,M175,measured,Riser I BC8 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser I BC8 pressure in psi,,P24,,,,
Oxy,HornMountain,EPRMS,M176,measured,Riser I BC9 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser I BC9 pressure in psi,,P24,,,,
Oxy,HornMountain,EPRMS,M177,measured,Riser I BC10 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser I BC10 pressure in psi,,P24,,,,
Oxy,HornMountain,EPRMS,M178,measured,Riser I BC11 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser I BC11 pressure in psi,,P24,,,,
Oxy,HornMountain,EPRMS,M179,measured,Riser I BC12 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser I BC12 pressure in psi,,P24,,,,
Oxy,HornMountain,EPRMS,M180,measured,Riser I Stem Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser I Stem Pressure in psi,,P24,,,,
Oxy,HornMountain,EPRMS,M181,measured,Riser I Rel Motion, ft,Motion,RISER,ADAM4016,SER-ADAM,,,Riser I Rel Motion in ft,,P24,,,,
Oxy,HornMountain,EPRMS,M182,measured,Riser J LC1, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser J LC1 Tension in kips,,P25,,,,
Oxy,HornMountain,EPRMS,M183,measured,Riser J LC2, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser J LC2 Tension in kips,,P25,,,,
Oxy,HornMountain,EPRMS,M184,measured,Riser J LC3, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser J LC3 Tension in kips,,P25,,,,
Oxy,HornMountain,EPRMS,M185,measured,Riser J BC5 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser J BC5 pressure in psi,,P25,,,,
Oxy,HornMountain,EPRMS,M186,measured,Riser J BC6 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser J BC6 pressure in psi,,P25,,,,
Oxy,HornMountain,EPRMS,M187,measured,Riser J BC7 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser J BC7 pressure in psi,,P25,,,,
Oxy,HornMountain,EPRMS,M188,measured,Riser J BC8 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser J BC8 pressure in psi,,P25,,,,
Oxy,HornMountain,EPRMS,M189,measured,Riser J BC9 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser J BC9 pressure in psi,,P25,,,,
Oxy,HornMountain,EPRMS,M190,measured,Riser J BC10 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser J BC10 pressure in psi,,P25,,,,
Oxy,HornMountain,EPRMS,M191,measured,Riser J BC11 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser J BC11 pressure in psi,,P25,,,,
Oxy,HornMountain,EPRMS,M192,measured,Riser J BC12 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser J BC12 pressure in psi,,P25,,,,
Oxy,HornMountain,EPRMS,M193,measured,Riser J Stem Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser J Stem Pressure in psi,,P25,,,,
Oxy,HornMountain,EPRMS,M194,measured,Riser J Rel Motion, ft,Motion,RISER,ADAM4016,SER-ADAM,,,Riser J Rel Motion in ft,,P25,,,,
Oxy,HornMountain,EPRMS,M195,measured,Riser L LC1, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser L LC1 Tension in kips,,P26,,,,
Oxy,HornMountain,EPRMS,M196,measured,Riser L LC2, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser L LC2 Tension in kips,,P26,,,,
Oxy,HornMountain,EPRMS,M197,measured,Riser L LC3, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser L LC3 Tension in kips,,P26,,,,
Oxy,HornMountain,EPRMS,M198,measured,Riser L BC5 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser L BC5 pressure in psi,,P26,,,,
Oxy,HornMountain,EPRMS,M199,measured,Riser L BC6 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser L BC6 pressure in psi,,P26,,,,
Oxy,HornMountain,EPRMS,M200,measured,Riser L BC7 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser L BC7 pressure in psi,,P26,,,,
Oxy,HornMountain,EPRMS,M201,measured,Riser L BC8 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser L BC8 pressure in psi,,P26,,,,
Oxy,HornMountain,EPRMS,M202,measured,Riser L BC9 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser L BC9 pressure in psi,,P26,,,,
Oxy,HornMountain,EPRMS,M203,measured,Riser L BC10 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser L BC10 pressure in psi,,P26,,,,
Oxy,HornMountain,EPRMS,M204,measured,Riser L BC11 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser L BC11 pressure in psi,,P26,,,,
Oxy,HornMountain,EPRMS,M205,measured,Riser L BC12 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser L BC12 pressure in psi,,P26,,,,
Oxy,HornMountain,EPRMS,M206,measured,Riser L Stem Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser L Stem Pressure in psi,,P26,,,,
Oxy,HornMountain,EPRMS,M207,measured,Riser L Rel Motion, ft,Motion,RISER,ADAM4016,SER-ADAM,,,Riser L Rel Motion in ft,,P26,,,,
Oxy,HornMountain,EPRMS,M208,measured,Riser M LC1, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser M LC1 Tension in kips,,P27,,,,
Oxy,HornMountain,EPRMS,M209,measured,Riser M LC2, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser M LC2 Tension in kips,,P27,,,,
Oxy,HornMountain,EPRMS,M210,measured,Riser M LC3, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser M LC3 Tension in kips,,P27,,,,
Oxy,HornMountain,EPRMS,M211,measured,Riser M BC5 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser M BC5 pressure in psi,,P27,,,,
Oxy,HornMountain,EPRMS,M212,measured,Riser M BC6 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser M BC6 pressure in psi,,P27,,,,
Oxy,HornMountain,EPRMS,M213,measured,Riser M BC7 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser M BC7 pressure in psi,,P27,,,,
Oxy,HornMountain,EPRMS,M214,measured,Riser M BC8 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser M BC8 pressure in psi,,P27,,,,
Oxy,HornMountain,EPRMS,M215,measured,Riser M BC9 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser M BC9 pressure in psi,,P27,,,,
Oxy,HornMountain,EPRMS,M216,measured,Riser M BC10 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser M BC10 pressure in psi,,P27,,,,
Oxy,HornMountain,EPRMS,M217,measured,Riser M BC11 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser M BC11 pressure in psi,,P27,,,,
Oxy,HornMountain,EPRMS,M218,measured,Riser M BC12 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser M BC12 pressure in psi,,P27,,,,
Oxy,HornMountain,EPRMS,M219,measured,Riser M Stem Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser M Stem Pressure in psi,,P27,,,,
Oxy,HornMountain,EPRMS,M220,measured,Riser M Rel Motion, ft,Motion,RISER,ADAM4016,SER-ADAM,,,Riser M Rel Motion in ft,,P27,,,,
Oxy,HornMountain,EPRMS,M221,measured,Max Current Speed, knots,Speed,ADCP Deep,Fieldbus,RDI-ADCP,,ADCP Max Current Speed,ADCP Maximum Current Speed in knots,,,,,,
Oxy,HornMountain,EPRMS,M222,measured,Max Current Direction, deg,Direction,ADCP Deep,Fieldbus,RDI-ADCP,,ADCP Max Current Direction,ADCP Maximum Current Direction in deg,,,,,,
Oxy,HornMountain,EPRMS,M223,measured,Wave1 North, ft,Air Gap,Airgap North,Fieldbus,WAVERADAR,,N Raw Airgap,Raw Air Gap - distance from sensor head to water surface,North,P7,,,,
Oxy,HornMountain,EPRMS,M224,measured,Wave2 South, ft,Air Gap,Airgap South,Fieldbus,WAVERADAR,,S Raw Airgap,Raw Air Gap - distance from sensor head to water surface,South,P8,,,,
Oxy,HornMountain,EPRMS,M225,measured,Surface Water Temp, degF,Temperature,derived?,Fieldbus,RDI-ADCP,,,Surface Water Temp in degF,,,,,,
Oxy,HornMountain,EPRMS,M226,measured,Surface Curr Spd, knots,Speed,derived?,Fieldbus,RDI-ADCP,,,Surface Current Speed in knots,,,,,,
Oxy,HornMountain,EPRMS,M227,measured,Surface Curr Dir, degT,Direction,derived?,Fieldbus,RDI-ADCP,,,Surface Current Direction in deg,,,,,,
Oxy,HornMountain,EPRMS,D1,Derived,LVDT BU1 SW Force, kips,Distance,,,,,,Measures linear displacement at BU level on the SW corner of platform,,Riser,"Number of LVDT sensors
LVDT BU1 SW","LVDT Slope 1
LVDT Slope 2
LVDT Intercept 1
LVDT Intercept 2","For each sensor, offsets are calculated as (paramter + sensor_number * 4) to separate the 4 paramaters of sensor
    if (Slope 1 = Slope 2): knuckle = 0.0 (parallel)
    else: knuckle = (Intercept 2 - Intercept 1) / (Slope 1 - Slope 2)

    val = LVDT BU1 SW
    if (val < knuckle): LVDTKIPS = Slope 1 * val + Intercept 1
    else: LVDTKIPS = Slope 2 * val + Intercept 2",
Oxy,HornMountain,EPRMS,D2,Derived,LVDT BU2 NW Force, kips,Distance,,,,,,Measures linear displacement at BU level on the NW corner of platform,,? Riser,,,,
Oxy,HornMountain,EPRMS,D3,Derived,LVDT BU3 SE Force, kips,Distance,,,,,,Measures linear displacement at BU level on the SE corner of platform,,? Riser,,,,
Oxy,HornMountain,EPRMS,D4,Derived,LVDT BU4 NE Force, kips,Distance,,,,,,Measures linear displacement at BU level on the NE corner of platform,,? Riser,,,,
Oxy,HornMountain,EPRMS,D5,Derived,LVDT BL1 SW Force, kips,Distance,,,,,,Measures linear displacement at BL level on the SW corner of platform,,? Riser,,,,
Oxy,HornMountain,EPRMS,D6,Derived,LVDT BL2 NW Force, kips,Distance,,,,,,Measures linear displacement at BL level on the NW corner of platform,,? Riser,,,,
Oxy,HornMountain,EPRMS,D7,Derived,LVDT BL3 SE Force, kips,Distance,,,,,,Measures linear displacement at BL level on the SE corner of platform,,? Riser,,,,
Oxy,HornMountain,EPRMS,D8,Derived,LVDT BL4 NE Force, kips,Distance,,,,,,Measures linear displacement at BL level on the NE corner of platform,,? Riser,,,,
Oxy,HornMountain,EPRMS,D9,Derived,LVDT IU1 NW Force, kips,Distance,,,,,,Measures linear displacement at IU level on the NW corner of platform,,? Riser,,,,
Oxy,HornMountain,EPRMS,D10,Derived,LVDT IU2 NE Force, kips,Distance,,,,,,Measures linear displacement at IU level on the NE corner of platform,,? Riser,,,,
Oxy,HornMountain,EPRMS,D11,Derived,LVDT IU3 SW Force, kips,Distance,,,,,,Measures linear displacement at IU level on the SW corner of platform,,? Riser,,,,
Oxy,HornMountain,EPRMS,D12,Derived,LVDT IU4 SE Force, kips,Distance,,,,,,Measures linear displacement at IU level on the SE corner of platform,,? Riser,,,,
Oxy,HornMountain,EPRMS,D13,Derived,LVDT IL1 NW Force, kips,Distance,,,,,,Measures linear displacement at IL level on the NW corner of platform,,? Riser,,,,
Oxy,HornMountain,EPRMS,D14,Derived,LVDT IL2 NE Force, kips,Distance,,,,,,Measures linear displacement at IL level on the NE corner of platform,,? Riser,,,,
Oxy,HornMountain,EPRMS,D15,Derived,LVDT IL3 SW Force, kips,Distance,,,,,,Measures linear displacement at IL level on the SW corner of platform,,? Riser,,,,
Oxy,HornMountain,EPRMS,D16,Derived,LVDT IL4 SE Force, kips,Distance,,,,,,Measures linear displacement at IL level on the SE corner of platform,,? Riser,,,,
Oxy,HornMountain,EPRMS,D17,Derived,6DOF Surge Acc COR, ft/s^2,Distance,,,,,,Measured surge accelerations corrected for temperature using the algorithm from the manufacturer,,Derived Surge Acc (P1),"Surge Acceleration
Surge Acceleration Temperature
Archive Flag","Surge Acceleration SC Slope
Surge Acceleration SC Offset
Surge Acceleration Slope
Surge Acceleration Intercept
Surge Acceleration Temperature Slope
Surge Acceleration Temperature Intercept
Surge Acceleration SFC0–SFC3
Surge Acceleration BC0-BC3
ALLIED_G (gravitational acceleration)",WinMon Doc: Calculation of Surge Acceleration Corrected*,RUNAVG_runningavg()
Oxy,HornMountain,EPRMS,D18,Derived,6DOF Sway Acc COR, ft/s^2,Distance,,,,,,Measured sway accelerations corrected for temperature using the algorithm from the manufacturer,,Derived Sway Acc (P2),"Sway Acceleration
Sway Acceleration Temperature
Archive Flag","Sway Acceleration SC Slope
Sway Acceleration SC Offset
Sway Acceleration Slope
Sway Acceleration Intercept
Sway Acceleration Temperature Slope
Sway Acceleration Temperature Intercept
Sway Acceleration SFC0–SFC3
Sway Acceleration BC0-BC3
ALLIED_G (gravitational acceleration)",WinMon Doc: Calculation of Sway Acceleration Corrected*,RUNAVG_runningavg()
Oxy,HornMountain,EPRMS,D19,Derived,6DOF Heave Acc COR, ft/s^2,Distance,,,,,,Measured heave accelerations corrected for temperature using the algorithm from the manufacturer,,Derived Heave Acc (P3),"Heave Acceleration
Heave Acceleration Temperature
Archive Flag","Heave Acceleration SC Slope
Heave Acceleration SC Offset
Heave Acceleration Slope
Heave Acceleration Intercept
Heave Acceleration Temperature Slope
Heave Acceleration Temperature Intercept
Heave Acceleration SFC0–SFC3
Heave Acceleration BC0-BC3
ALLIED_G (gravitational acceleration)",WinMon Doc: Calculation of Heave Acceleration Corrected*,RUNAVG_runningavg()
Oxy,HornMountain,EPRMS,D20,Derived,Spar Roll, deg,Distance,,,,,,Remove mean from the measured roll rate; integrate using trapezoidal rule,,Derived Motion (P4),"Sway Acceleration Corrected
Roll Rate","GRAVITY
DEGPERRAD",WinMon Doc: PQ Roll,
Oxy,HornMountain,EPRMS,D21,Derived,Spar Pitch, deg,Distance,,,,,,Remove mean from the measured pitch rate; integrate using trapezoidal rule,,Derived Motion (P4),"Surge Acceleration Corrected
Pitch Rate","GRAVITY
DEGPERRAD",WinMon Doc: PQ Pitch,
Oxy,HornMountain,EPRMS,D22,Derived,Spar Tilt, deg,Distance,,,,,,Spar Tilt = sqrt[(Spar Tilt Platform North)^2 + (Spar Tilt Platform East)^2],,Derived Average Motion (P5),"Spar Roll
Spar Pitch","RADPERDEG
DEGPERRAD",WinMon Doc: PQ Tilt,
Oxy,HornMountain,EPRMS,D23,Derived,Spar Tilt Direction, degT,Direction,,,,,,Spar Tilt Direction = atan[(Spar Tilt Platform East)/(Spar Tilt Platform North)] + Platform Heading,,Derived Average Motion (P5),"Spar Roll
Spar Pitch","RADPERDEG
DEGPERRAD
Platform Heading",WinMon Doc: PQ Tilt Direction,fixangle()
Oxy,HornMountain,EPRMS,D24,Derived,15 Min Avg Spar Roll, deg,Distance,,,,,,15 min running average of roll estimated from accelerations,,Derived Average Motion (P5),"Archive Flag
Spar Roll
Roll Rate
Initial Roll Rate (0.0)",,WinMon Doc: PQ Roll,"RUNAVG_runningavg()
FILTER_nextsample()"
Oxy,HornMountain,EPRMS,D25,Derived,15 Min Avg Spar Pitch, deg,Distance,,,,,,15 min running average of pitch estimated from accelerations,,Derived Average Motion (P5),"Archive Flag
Spar Pitch
Pitch Rate
Initial Pitch Rate (0.0)",,WinMon Doc: PQ Pitch,"RUNAVG_runningavg()
FILTER_nextsample()"
Oxy,HornMountain,EPRMS,D26,Derived,15 Min Avg Spar Tilt, deg,Distance,,,,,,Spar Tilt formed from 15 Min Avg Spar Roll and 15 Min Avg Spar Pitch,,Derived Average Motion (P5),"Average Spar Roll
Average Spar Pitch","RADPERDEG
DEGPERRAD",,"fixangle()
RUNAVG_runningavg()"
Oxy,HornMountain,EPRMS,D27,Derived,15 Min Avg Spar Tilt Dir, degT,Direction,,,,,,Spar tilt Direction formed from 15 min Avg Spar Roll and 15 Min Avg Spar Pitch,,Derived Average Motion (P5),"Average Spar Roll
Average Spar Pitch","RADPERDEG
DEGPERRAD
Platform Heading",,"fixangle()
RUNAVG_runningavg()"
Oxy,HornMountain,EPRMS,D28,Derived,30 Min Avg Air Temperature, deg F,Distance,,,,,,30 minute running average of Air Temperature,,Derived Average Weather (P6),"Archive Flag
Air Temperature",,,RUNAVG_runningavg()
Oxy,HornMountain,EPRMS,D29,Derived,30 Min Avg Bar. Pressure, mbars,Distance,,,,,,30 minute running average of Barometric Pressure,,Derived Average Weather (P6),"Archive Flag
Barometric Pressure",,,RUNAVG_runningavg()
Oxy,HornMountain,EPRMS,D30,Derived,30 Min Sig Wave Ht North, ft,Distance,,,,,N 30min Sig Wave Ht,Four times the standard deviation of the surface elevation obtained from a rolling 30min record of the quality controlled North Airgap sensor reading,,Derived North Airgap (P7),"Archive Flag
Wave1 North OL",,WinMon Doc: Significant Wave Height - Hs,
Oxy,HornMountain,EPRMS,D31,Derived,30 Min Peak Period North, sec,Distance,,,,,N 30min Wave Period Tz,30 minute running average of wave energy peak period,Zero crossing period  obtained from rolling 30min record of the quality controlled North Airgap sensor reading,Derived North Airgap (P7),Wave1 North OL,,WinMon Doc: Wave Perido - Pt,"RUNAVGPERIOD_addpoint()
RUNAVGPERIOD_getperiod()"
Oxy,HornMountain,EPRMS,D32,Derived,30 Min Sig Wave Ht South, ft,Distance,,,,,S 30min Sig Wave Ht,Four times the standard deviation of the surface elevation obtained from a rolling 30min record of the quality controlled South Airgap sensor reading,,Derived South Airgap (P8),"Archive Flag
Wave2 South OL",,WinMon Doc: Significant Wave Height - Hs,
Oxy,HornMountain,EPRMS,D33,Derived,30 Min Peak Period South, sec,Distance,,,,,S 30min Wave Period Tz,30 minute running average of wave energy peak period,Zero crossing period  obtained from rolling 30min record of the quality controlled South Airgap sensor reading,Derived South Airgap (P8),Wave2 South OL,,WinMon Doc: Wave Perido - Pt,"RUNAVGPERIOD_addpoint()
RUNAVGPERIOD_getperiod()"
Oxy,HornMountain,EPRMS,D34,Derived,Best 30 Min Sig Wave Ht, ft,Distance,,,,,Best 30min Sig Wave Ht,"Maximum of the significant wave height calculated from all available quality controlled air gap readings, which are individually calculated as 4 x standard deviation over a 30min running interval",,Derived Airgap (P9),"Sig Wave Ht North
Sig Wave Ht South","Min Height = 0.2
Small Wave = 4.5
Small Ration = 2.4",,
Oxy,HornMountain,EPRMS,D35,Derived,Best 30 Min Peak Period, sec,Distance,,,,,Best 30min Wave Period Tz,Zero crossing period corresponding to best significant wave height,,Derived Airgap (P9),"Wave1 North Peak Period
Wave2 South Peak Period","Min Height = 0.2
Small Wave = 4.5
Small Ration = 2.4",,
Oxy,HornMountain,EPRMS,D36,Derived,GPS1EC Latitude, deg,Distance,,,,,,"Calculated Latitude using DegMin, DecMin and DecMin2 as measured at East Crane GNSS",,Derived EC GPS (P10),"EC Latitude DegMin
EC Latitude DecMin",,WinMon Doc: GPS Latitude,calc_lat_lon()
Oxy,HornMountain,EPRMS,D37,Derived,GPS1EC Longitude, deg,Distance,,,,,,"Calculated Longitude using DegMin, DecMin and DecMin2 as measured at East Crane GNSS",,Derived EC GPS (P10),"EC Longitude DegMin
EC Longitude DecMin",,WinMon Doc: GPS Longitude,calc_lat_lon()
Oxy,HornMountain,EPRMS,D38,Derived,GPS2WC Latitude, deg,Distance,,,,,,"Calculated Latitude using DegMin, DecMin and DecMin2 as measured at West Crane GNSS",,Derived WC GPS (P11),"WC Latitude DegMin
WC Latitude DecMin",,WinMon Doc: GPS Latitude,calc_lat_lon()
Oxy,HornMountain,EPRMS,D39,Derived,GPS2WC Longitude, deg,Distance,,,,,,"Calculated Longitude using DegMin, DecMin and DecMin2 as measured at West Crane GNSS",,Derived WC GPS (P11),"WC Longitude DegMin
WC Longitude DecMin",,WinMon Doc: GPS Longitude,calc_lat_lon()
Oxy,HornMountain,EPRMS,D40,Derived,GPS1EC Spar Northings, ft,Distance,,,,,," Northings at the East Crane GNSS antenna location, measured from platform reference position",,Derived EC GPS (P10),"GPS1EC Latitude
EC Compass Heading","EC Compass Offset
RADPERDEG
Box Heading Relative to Center of Rotation = cos (EC Compass + EC Compass Offset * RADPERDEG)
Latitude Reference
GPS1EC Distance North",WinMon Doc: PQ Northings,
Oxy,HornMountain,EPRMS,D41,Derived,GPS1EC Spar Eastings, ft,Distance,,,,,," Eastings at the East Crane GNSS antenna location, measured from platform reference position",,Derived EC GPS (P10),"GPS1EC Longitude
EC Compass Heading","EC Compass Offset
RADPERDEG
Box Heading Relative to Center of Rotation = sin(EC Compass + EC Compass Offset * RADPERDEG)
Longitude Reference
GPS1EC Distance East",WinMon Doc: PQ Eastings,
Oxy,HornMountain,EPRMS,D42,Derived,GPS2WC Spar Northings, ft,Distance,,,,,," Northings at the West Crane GNSS antenna location, measured from platform reference position",,Derived WC GPS (P11),"GPS1WC Latitude
WC Compass Heading","WC Compass Offset
RADPERDEG
Box Heading Relative to Center of Rotation = cos (WC Compass + WC Compass Offset * RADPERDEG)
Latitude Reference
GPS1WC Distance North",WinMon Doc: PQ Northings,
Oxy,HornMountain,EPRMS,D43,Derived,GPS2WC Spar Eastings, ft,Distance,,,,,," Eastings at the West Crane GNSS antenna location, measured from platform reference position",,Derived WC GPS (P11),"GPS1WC Longitude
WC Compass Heading","WC Compass Offset
RADPERDEG
Box Heading Relative to Center of Rotation = sin(WC Compass + WC Compass Offset * RADPERDEG)
Longitude Reference
GPS1WC Distance East",WinMon Doc: PQ Eastings,
Oxy,HornMountain,EPRMS,D44,Derived,COMBO Spar Northings, ft,Distance,,,,,,"Combined Northings at the platform origin measured from platform reference position, from all GNSS measurements",,Derived Combo GPS (P12),"EC Spar Northings
WC Spar Northings
EC GPS Quality
WC GPS Quality",,Quality,
Oxy,HornMountain,EPRMS,D45,Derived,COMBO Spar Eastings, ft,Distance,,,,,,"Combined Eastings at the platform origin measured from platform reference position, from all GNSS measurements",,Derived Combo GPS (P12),"WC Spar Eastings
EC Spar Eastings
EC GPS Quality
WC GPS Quality",,Quality,
Oxy,HornMountain,EPRMS,D46,Derived,15 Min Avg Spar Northings, ft,Distance,,,,,,15 minute running average of Northings,,Derived Combo GPS (P12),"Archive Flag
COMBO Spar Northings",,WinMon Doc: Combo PQ Average Northing,RUNAVG_runningavg()
Oxy,HornMountain,EPRMS,D47,Derived,15 Min Avg Spar Eastings, ft,Distance,,,,,,15 minute running average of Eastings,,Derived Combo GPS (P12),"Archive Flag
COMBO Spar Eastings",,WinMon Doc: Combo PQ Average Easting,RUNAVG_runningavg()
Oxy,HornMountain,EPRMS,D48,Derived,UTM Spar Northings, ft,Distance,,,,,,Vertical distance from equator,,Derived UTM GPS (P13),COMBO Spar Northings,Reference UTM Y,WinMon Doc: UTM Northings,
Oxy,HornMountain,EPRMS,D49,Derived,UTM Spar Eastings, ft,Distance,,,,,,Horizontal distance from central meridian of a UTM zone,,Derived UTM GPS (P13),COMBO Spar Eastings,Reference UTM X,WinMon Doc: UTM Eastings,
Oxy,HornMountain,EPRMS,D50,Derived,EC True Wind Direction, degT,Direction,,,,,EC Wind Dir,,True Wind direction FROM measured clockwise relateive to True North at the wind sensor mounted on the east crane,Derived EC Wind (P14),"EC Wind Direction
EC Compass Heading",EC Wind Direction Offset,fixangle(ECWindDir + EC Compass + ECWindDir),fixangle()
Oxy,HornMountain,EPRMS,D51,Derived,EC North Wind, knots,Distance,,,,,EC North Wind Spd,Northerly component of the wind speed measured at the East Crane anemometer,,Derived EC Wind (P14),"EC Wind Speed
EC True Wind Direction",RADPERDEG,WinMon Doc: Wind Vector North Wind Speed,
Oxy,HornMountain,EPRMS,D52,Derived,EC East Wind, knots,Distance,,,,,EC East Wind Spd,Easterly component of the wind speed measured at the East Crane anemometer,,Derived EC Wind (P14),"EC Wind Speed
EC True Wind Direction",RADPERDEG,WinMonDoc: Wind Vector East Wind Speed,
Oxy,HornMountain,EPRMS,D53,Derived,WC True Wind Direction, degT,Direction,,,,,WC Wind Dir,,True Wind direction FROM measured clockwise relateive to True North at the wind sensor mounted on the west crane,Derived WC Wind (P15),"WC Wind Direction
WC Compass Heading",WC Wind Direction Offset,fixangle(WCWindDir + WC Compass + WCWindDir),fixangle()
Oxy,HornMountain,EPRMS,D54,Derived,WC North Wind, knots,Distance,,,,,WC North Wind Spd,Northerly component of the wind speed measured at the West Crane anemometer,,Derived WC Wind (P15),"WC Wind Speed
WC True Wind Direction",RADPERDEG,WinMon Doc: Wind Vector North Wind Speed,
