client,facility,system,id,name,units,type,alias,description,Notes,device,category,source,target,function calls
Oxy,Constitution,EPRMS,D115,Riser E LC 1 Diff,kips,derived,,Differential pressure values from sensor,,Derived,Distance,P2,D57,
Oxy,Constitution,EPRMS,D116,Riser E LC 2 Diff,kips,derived,,Differential pressure values from sensor,,Derived,Distance,P2,D58,
Oxy,Constitution,EPRMS,D117,Riser E LC 3 Diff,kips,derived,,Differential pressure values from sensor,,Derived,Distance,P2,D59,
Oxy,Constitution,EPRMS,D118,Riser E Bend Abt X-Axis,kip-ft,derived,,Bending angle of Riser around the X-axis,,Derived,Distance,P2,D60,
Oxy,Constitution,EPRMS,D119,Riser E Bend Abt Y-Axis,kip-ft,derived,,Bending angle of Riser around the Y-axis,,Derived,Distance,P2,D61,
Oxy,Constitution,EPRMS,D120,Riser E Tension,kips,derived,,Total tension measured in Riser,,Derived,Distance,P2,D62,
Oxy,Constitution,EPRMS,D121,Riser F LC 1 Diff,kips,derived,,Differential pressure values from sensor,,Derived,Distance,P2,D63,
Oxy,Constitution,EPRMS,D122,Riser F LC 2 Diff,kips,derived,,Differential pressure values from sensor,,Derived,Distance,P2,D64,
Oxy,Constitution,EPRMS,D123,Riser F LC 3 Diff,kips,derived,,Differential pressure values from sensor,,Derived,Distance,P2,D65,
Oxy,Constitution,EPRMS,D124,Riser F Bend Abt X-Axis,kip-ft,derived,,Bending angle of Riser around the X-axis,,Derived,Distance,P2,D66,
Oxy,Constitution,EPRMS,D125,Riser F Bend Abt Y-Axis,kip-ft,derived,,Bending angle of Riser around the Y-axis,,Derived,Distance,P2,D67,
Oxy,Constitution,EPRMS,D126,Riser F Tension,kips,derived,,Total tension measured in Riser,,Derived,Distance,P2,D68,
Oxy,Constitution,EPRMS,D127,Riser A Tension AVG,kips,derived,,running average of Riser tension,,Derived,Distance,P2,D69,
Oxy,Constitution,EPRMS,D128,Riser B Tension AVG,kips,derived,,running average of Riser tension,,Derived,Distance,P2,D70,
Oxy,Constitution,EPRMS,D129,Riser C Tension AVG,kips,derived,,running average of Riser tension,,Derived,Distance,P2,D71,
Oxy,Constitution,EPRMS,D130,Riser D Tension AVG,kips,derived,,running average of Riser tension,,Derived,Distance,P2,D72,
Oxy,Constitution,EPRMS,D131,Riser E Tension AVG,kips,derived,,running average of Riser tension,,Derived,Distance,P2,D73,
Oxy,Constitution,EPRMS,D132,Riser F Tension AVG,kips,derived,,running average of Riser tension,,Derived,Distance,P2,D74,
Oxy,Constitution,EPRMS,D133,Air Temperature Avg,degF,derived,,running average of Air Temperature,,Derived,Distance,P2,D75,
Oxy,Constitution,EPRMS,D134,Humidity Avg,%,derived,,running average of Humidity,,Derived,Distance,P2,D76,
Oxy,Constitution,EPRMS,C1,Surge Signal Conditional Acceleration Slope,,config,,,,,,P2,D77,
Oxy,Constitution,EPRMS,C2,Surge signal conditional acceleration intercept,,config,,,,,,P2,D78,
Oxy,Constitution,EPRMS,C3,Surge acceleration slope,,config,,,,,,P2,D79,
Oxy,Constitution,EPRMS,C4,Surge acceleration intercept,,config,,,,,,P2,D80,
Oxy,Constitution,EPRMS,C5,Surge temperature slope ,,config,,,,,,P2,D81,
Oxy,Constitution,EPRMS,C6,Surge temperature intercept,,config,,,,,,P2,D82,
Oxy,Constitution,EPRMS,C7,Surge acceleration scale factor ,,config,,,,,,P2,D83,
Oxy,Constitution,EPRMS,C8,Surge acceleration scale factor,,config,,,,,,P2,D84,
Oxy,Constitution,EPRMS,C9,Surge acceleration scale factor,,config,,,,,,P2,D85,
Oxy,Constitution,EPRMS,C10,Surge acceleration scale factor,,config,,,,,,P2,D86,
Oxy,Constitution,EPRMS,C11,Surge acceleration bias,,config,,,,,,P2,D87,
Oxy,Constitution,EPRMS,C12,Surge acceleration bias,,config,,,,,,P2,D88,
Oxy,Constitution,EPRMS,C13,Surge acceleration bias,,config,,,,,,P2,D89,
Oxy,Constitution,EPRMS,C14,Surge acceleration bias,,config,,,,,,P2,D90,
Oxy,Constitution,EPRMS,C15,Sway signal conditional acceleration slope,,config,,,,,,P12,D91,
Oxy,Constitution,EPRMS,C16,Sway signal conditional acceleration intercept,,config,,,,,,P12,D92,
Oxy,Constitution,EPRMS,C17,Sway acceleration slope,,config,,,,,,P12,D93,
Oxy,Constitution,EPRMS,C18,Sway acceleration intercept,,config,,,,,,P12,D94,
Oxy,Constitution,EPRMS,C19,Sway temperature slope ,,config,,,,,,P12,D95,
Oxy,Constitution,EPRMS,C20,Sway temperature intercept,,config,,,,,,P12,D96,
Oxy,Constitution,EPRMS,C21,Sway acceleration scale factor ,,config,,,,,,P12,D97,
Oxy,Constitution,EPRMS,C22,Sway acceleration scale factor,,config,,,,,,P12,D98,
Oxy,Constitution,EPRMS,C23,Sway acceleration scale factor,,config,,,,,,P12,D99,
Oxy,Constitution,EPRMS,C24,Sway acceleration scale factor,,config,,,,,,P12,D100,
Oxy,Constitution,EPRMS,C25,Sway acceleration bias,,config,,,,,,P12,D101,
Oxy,Constitution,EPRMS,C26,Sway acceleration bias,,config,,,,,,P12,D102,
Oxy,Constitution,EPRMS,C27,Sway acceleration bias,,config,,,,,,P12,D103,
Oxy,Constitution,EPRMS,C28,Sway acceleration bias,,config,,,,,,P12,D104,
Oxy,Constitution,EPRMS,C29,Heave signal conditional acceleration slope,,config,,,,,,P12,D105,
Oxy,Constitution,EPRMS,C30,Heave signal conditional acceleration intercept,,config,,,,,,P12,D106,
Oxy,Constitution,EPRMS,C31,Heave acceleration slope,,config,,,,,,P12,D107,
Oxy,Constitution,EPRMS,C32,Heave acceleration intercept,,config,,,,,,P12,D108,
Oxy,Constitution,EPRMS,C33,Heave temperature slope ,,config,,,,,,P12,D109,
Oxy,Constitution,EPRMS,C34,Heave temperature intercept,,config,,,,,,P12,D110,
Oxy,Constitution,EPRMS,C35,Heave acceleration scale factor ,,config,,,,,,P12,D111,
Oxy,Constitution,EPRMS,C36,Heave acceleration scale factor,,config,,,,,,P12,D112,
Oxy,Constitution,EPRMS,C37,Heave acceleration scale factor,,config,,,,,,P12,D113,
Oxy,Constitution,EPRMS,C38,Heave acceleration scale factor,,config,,,,,,P12,D114,
Oxy,Constitution,EPRMS,C39,Heave acceleration bias,,config,,,,,,P12,D115,
Oxy,Constitution,EPRMS,C40,Heave acceleration bias,,config,,,,,,P12,D116,
Oxy,Constitution,EPRMS,C41,Heave acceleration bias,,config,,,,,,P12,D117,
Oxy,Constitution,EPRMS,C42,Heave acceleration bias,,config,,,,,,P12,D118,
Oxy,Constitution,EPRMS,C43,Local Gravity,,config,,,,,,P12,D119,
Oxy,Constitution,EPRMS,C44,Allied Gravity,,config,,,,,,P12,D120,
Oxy,Constitution,EPRMS,C45,Spar Normal Heading,,config,,,,,,P12,D121,
Oxy,Constitution,EPRMS,C46,Latitude Reference,,config,,,,,,P12,D122,
Oxy,Constitution,EPRMS,C47,Longitude Reference,,config,,,,,,P12,D123,
Oxy,Constitution,EPRMS,C48,UTM East Reference,,config,,,,,,P12,D124,
Oxy,Constitution,EPRMS,C49,UTM North Reference,,config,,,,,,P12,D125,
Oxy,Constitution,EPRMS,C50,GPS North Distance,,config,,,,,,P12,D126,
Oxy,Constitution,EPRMS,C51,GPS East Distance,,config,,,,,,P12,D127,
Oxy,Constitution,EPRMS,C52,Crane Anemometer Height,,config,,,,,,P12,D128,
Oxy,Constitution,EPRMS,C53,FB Anemometer Height,,config,,,,,,P12,D129,
Oxy,Constitution,EPRMS,C54,GPS Antenna Height,,config,,,,,,P12,D130,
Oxy,Constitution,EPRMS,C55,FP Wind Dir Offset,,config,,,,,,P12,D131,
Oxy,Constitution,EPRMS,C56,Crane Wind Dir Offset,,config,,,,,,P12,D132,
Oxy,Constitution,EPRMS,C57,Crane Heading Offset,,config,,,,,,P11,D133,
Oxy,Constitution,EPRMS,C58,Crane Radius,,config,,,,,,P11,D134,
Oxy,Constitution,EPRMS,C59,NE Airgap Height,,config,,,,,,,,
Oxy,Constitution,EPRMS,C60,SW Airgap Height,,config,,,,,,,,
Oxy,Constitution,EPRMS,C61,Watch Circle R HiHi,,config,,,,,,,,
Oxy,Constitution,EPRMS,C62,Watch Circle R Hi,,config,,,,,,,,
Oxy,Constitution,EPRMS,C63,Roll/Pitch Calc Method,,config,,,,,,,,
Oxy,Constitution,EPRMS,C64,Outlier Runcount,,config,,,,,,,,
Oxy,Constitution,EPRMS,C65,Outlier STDMUL,,config,,,,,,,,
Oxy,Constitution,EPRMS,C66,WH Max Ratio,,config,,,,,,,,
Oxy,Constitution,EPRMS,C67,WH Min Height,,config,,,,,,,,
Oxy,Constitution,EPRMS,C68,WH Small Wave,,config,,,,,,,,
Oxy,Constitution,EPRMS,C69,WH Small Ration,,config,,,,,,,,
Oxy,Constitution,EPRMS,C70,Correction Factor,,config,,,,,,,,
Oxy,Constitution,EPRMS,C71,Motion Avg Interval,,config,,,,,,,,
Oxy,Constitution,EPRMS,C72,Position Avg Interval,,config,,,,,,,,
Oxy,Constitution,EPRMS,C73,Wind Avg Interval,,config,,,,,,,,
Oxy,Constitution,EPRMS,C74,Wave Avg Interval,,config,,,,,,,,
Oxy,Constitution,EPRMS,C75,WS Max Glitch,,config,,,,,,,,
Oxy,Constitution,EPRMS,C76,WS Max Delta,,config,,,,,,,,
Oxy,Constitution,EPRMS,P1,Derived Draft,,processor,,,,,,,,
Oxy,Constitution,EPRMS,P2,Derived Ballast,,processor,,,,,,,,
Oxy,Constitution,EPRMS,P3,Derived Motion,,processor,,,,,,,,
Oxy,Constitution,EPRMS,P4,Derived FB GPS,,processor,,,,,,,,
Oxy,Constitution,EPRMS,P5,Derived Average GPS,,processor,,,,,,,,
Oxy,Constitution,EPRMS,P6,Derived FB Wind,,processor,,,,,,,,
Oxy,Constitution,EPRMS,P7,Derived Crane Wind,,processor,,,,,,,,
Oxy,Constitution,EPRMS,P8,Derived Best Wind,,processor,,,,,,,,
Oxy,Constitution,EPRMS,P9,Derived Wave,,processor,,,,,,,,
Oxy,Constitution,EPRMS,P10,Derived Best Wave,,processor,,,,,,,,
Oxy,Constitution,EPRMS,P11,Derived Weather,,processor,,,,,,,,
Oxy,Constitution,EPRMS,P12,Derived Riser,,processor,,,,,,,,
